State,Grade,Standard ID,Standard Text,Project Name,Course Name
CSTA,9-10,3A-AP-13,Create prototypes that use algorithms to solve computational problems by leveraging prior student knowledge and personal interests.,2.1 Photo Classifier,Data Science & AI
CSTA,9-10,3A-AP-14,"Use lists to simplify solutions, generalizing computational problems instead of repeatedly using simple variables.",2.1 Photo Classifier,Data Science & AI
CSTA,9-10,3A-AP-15,"Justify the selection of specific control structures when tradeoffs involve implementation, readability, and program performance, and explain the benefits and drawbacks of choices made.",2.1 Photo Classifier,Data Science & AI
CSTA,9-10,3A-AP-17,"Decompose problems into smaller components through systematic analysis, using constructs such as procedures, modules, and/or objects.",2.1 Photo Classifier,Data Science & AI
CSTA,9-10,3A-AP-18,"Create artifacts by using procedures within a program, combinations of data and procedures, or independent but interrelated programs.",2.1 Photo Classifier,Data Science & AI
CSTA,11-12,3B-DA-05,Use data analysis tools and techniques to identify patterns in data representing complex systems.,2.1 Photo Classifier,Data Science & AI
CSTA,11-12,3B-DA-06,Select data collection tools and techniques to generate data sets that support a claim or communicate information.,2.1 Photo Classifier,Data Science & AI
CSTA,11-12,3B-AP-14,"Construct solutions to problems using student-created components, such as procedures, modules and/or objects.",2.1 Photo Classifier,Data Science & AI
CSTA,11-12,3B-AP-21,Develop and use a series of test cases to verify that a program performs according to its design specifications.,2.1 Photo Classifier,Data Science & AI
CSTA,9-10,3A-DA-12,Create computational models that represent the relationships among different elements of data collected from a phenomenon or process.,2.2 Rewriter,Data Science & AI
CSTA,9-10,3A-AP-13,Create prototypes that use algorithms to solve computational problems by leveraging prior student knowledge and personal interests.,2.2 Rewriter,Data Science & AI
CSTA,9-10,3A-AP-14,"Use lists to simplify solutions, generalizing computational problems instead of repeatedly using simple variables.",2.2 Rewriter,Data Science & AI
CSTA,9-10,3A-AP-15,"Justify the selection of specific control structures when tradeoffs involve implementation, readability, and program performance, and explain the benefits and drawbacks of choices made.",2.2 Rewriter,Data Science & AI
CSTA,9-10,3A-AP-17,"Decompose problems into smaller components through systematic analysis, using constructs such as procedures, modules, and/or objects.",2.2 Rewriter,Data Science & AI
CSTA,9-10,3A-AP-18,"Create artifacts by using procedures within a program, combinations of data and procedures, or independent but interrelated programs.",2.2 Rewriter,Data Science & AI
CSTA,11-12,3B-DA-05,Use data analysis tools and techniques to identify patterns in data representing complex systems.,2.2 Rewriter,Data Science & AI
CSTA,11-12,3B-DA-06,Select data collection tools and techniques to generate data sets that support a claim or communicate information.,2.2 Rewriter,Data Science & AI
CSTA,11-12,3B-AP-14,"Construct solutions to problems using student-created components, such as procedures, modules and/or objects.",2.2 Rewriter,Data Science & AI
CSTA,11-12,3B-AP-21,Develop and use a series of test cases to verify that a program performs according to its design specifications.,2.2 Rewriter,Data Science & AI
CSTA,9-10,3A-DA-12,Create computational models that represent the relationships among different elements of data collected from a phenomenon or process.,2.3 Emoji Diet,Data Science & AI
CSTA,9-10,3A-AP-13,Create prototypes that use algorithms to solve computational problems by leveraging prior student knowledge and personal interests.,2.3 Emoji Diet,Data Science & AI
CSTA,9-10,3A-AP-14,"Use lists to simplify solutions, generalizing computational problems instead of repeatedly using simple variables.",2.3 Emoji Diet,Data Science & AI
CSTA,9-10,3A-AP-15,"Justify the selection of specific control structures when tradeoffs involve implementation, readability, and program performance, and explain the benefits and drawbacks of choices made.",2.3 Emoji Diet,Data Science & AI
CSTA,9-10,3A-AP-17,"Decompose problems into smaller components through systematic analysis, using constructs such as procedures, modules, and/or objects.",2.3 Emoji Diet,Data Science & AI
CSTA,9-10,3A-AP-18,"Create artifacts by using procedures within a program, combinations of data and procedures, or independent but interrelated programs.",2.3 Emoji Diet,Data Science & AI
CSTA,9-10,3A-AP-19,Systematically design and develop programs for broad audiences by incorporating feedback from users.,2.3 Emoji Diet,Data Science & AI
CSTA,9-10,3A-AP-21,Evaluate and refine computational artifacts to make them more usable and accessible.,2.3 Emoji Diet,Data Science & AI
CSTA,9-10,3A-AP-22,Design and develop computational artifacts working in team roles using collaborative tools.,2.3 Emoji Diet,Data Science & AI
CSTA,9-10,3A-AP-23,"Document design decisions using text, graphics, presentations, and/or demonstrations in the development of complex programs.",2.3 Emoji Diet,Data Science & AI
CSTA,11-12,3B-DA-05,Use data analysis tools and techniques to identify patterns in data representing complex systems.,2.3 Emoji Diet,Data Science & AI
CSTA,11-12,3B-DA-06,Select data collection tools and techniques to generate data sets that support a claim or communicate information.,2.3 Emoji Diet,Data Science & AI
CSTA,11-12,3B-AP-14,"Construct solutions to problems using student-created components, such as procedures, modules and/or objects.",2.3 Emoji Diet,Data Science & AI
CSTA,11-12,3B-AP-20,"Use version control systems, integrated development environments (IDEs), and collaborative tools and practices (code documentation) in a group software project.",2.3 Emoji Diet,Data Science & AI
CSTA,11-12,3B-AP-21,Develop and use a series of test cases to verify that a program performs according to its design specifications.,2.3 Emoji Diet,Data Science & AI
CSTA,9-10,3A-DA-12,Create computational models that represent the relationships among different elements of data collected from a phenomenon or process.,2.4 Dream Team,Data Science & AI
CSTA,9-10,3A-AP-13,Create prototypes that use algorithms to solve computational problems by leveraging prior student knowledge and personal interests.,2.4 Dream Team,Data Science & AI
CSTA,9-10,3A-AP-14,"Use lists to simplify solutions, generalizing computational problems instead of repeatedly using simple variables.",2.4 Dream Team,Data Science & AI
CSTA,9-10,3A-AP-15,"Justify the selection of specific control structures when tradeoffs involve implementation, readability, and program performance, and explain the benefits and drawbacks of choices made.",2.4 Dream Team,Data Science & AI
CSTA,9-10,3A-AP-17,"Decompose problems into smaller components through systematic analysis, using constructs such as procedures, modules, and/or objects.",2.4 Dream Team,Data Science & AI
CSTA,9-10,3A-AP-18,"Create artifacts by using procedures within a program, combinations of data and procedures, or independent but interrelated programs.",2.4 Dream Team,Data Science & AI
CSTA,11-12,3B-DA-05,Use data analysis tools and techniques to identify patterns in data representing complex systems.,2.4 Dream Team,Data Science & AI
CSTA,11-12,3B-DA-06,Select data collection tools and techniques to generate data sets that support a claim or communicate information.,2.4 Dream Team,Data Science & AI
CSTA,11-12,3B-AP-14,"Construct solutions to problems using student-created components, such as procedures, modules and/or objects.",2.4 Dream Team,Data Science & AI
CSTA,11-12,3B-AP-21,Develop and use a series of test cases to verify that a program performs according to its design specifications.,2.4 Dream Team,Data Science & AI
CSTA,9-10,3A-DA-12,Create computational models that represent the relationships among different elements of data collected from a phenomenon or process.,2.5 My Name Is...,Data Science & AI
CSTA,9-10,3A-AP-13,Create prototypes that use algorithms to solve computational problems by leveraging prior student knowledge and personal interests.,2.5 My Name Is...,Data Science & AI
CSTA,9-10,3A-AP-14,"Use lists to simplify solutions, generalizing computational problems instead of repeatedly using simple variables.",2.5 My Name Is...,Data Science & AI
CSTA,9-10,3A-AP-15,"Justify the selection of specific control structures when tradeoffs involve implementation, readability, and program performance, and explain the benefits and drawbacks of choices made.",2.5 My Name Is...,Data Science & AI
CSTA,9-10,3A-AP-17,"Decompose problems into smaller components through systematic analysis, using constructs such as procedures, modules, and/or objects.",2.5 My Name Is...,Data Science & AI
CSTA,9-10,3A-AP-18,"Create artifacts by using procedures within a program, combinations of data and procedures, or independent but interrelated programs.",2.5 My Name Is...,Data Science & AI
CSTA,11-12,3B-DA-05,Use data analysis tools and techniques to identify patterns in data representing complex systems.,2.5 My Name Is...,Data Science & AI
CSTA,11-12,3B-DA-06,Select data collection tools and techniques to generate data sets that support a claim or communicate information.,2.5 My Name Is...,Data Science & AI
CSTA,11-12,3B-AP-14,"Construct solutions to problems using student-created components, such as procedures, modules and/or objects.",2.5 My Name Is...,Data Science & AI
CSTA,11-12,3B-AP-21,Develop and use a series of test cases to verify that a program performs according to its design specifications.,2.5 My Name Is...,Data Science & AI
CSTA,9-10,3A-DA-12,Create computational models that represent the relationships among different elements of data collected from a phenomenon or process.,2.6 Grid Maze,Data Science & AI
CSTA,9-10,3A-AP-13,Create prototypes that use algorithms to solve computational problems by leveraging prior student knowledge and personal interests.,2.6 Grid Maze,Data Science & AI
CSTA,9-10,3A-AP-14,"Use lists to simplify solutions, generalizing computational problems instead of repeatedly using simple variables.",2.6 Grid Maze,Data Science & AI
CSTA,9-10,3A-AP-15,"Justify the selection of specific control structures when tradeoffs involve implementation, readability, and program performance, and explain the benefits and drawbacks of choices made.",2.6 Grid Maze,Data Science & AI
CSTA,9-10,3A-AP-17,"Decompose problems into smaller components through systematic analysis, using constructs such as procedures, modules, and/or objects.",2.6 Grid Maze,Data Science & AI
CSTA,9-10,3A-AP-18,"Create artifacts by using procedures within a program, combinations of data and procedures, or independent but interrelated programs.",2.6 Grid Maze,Data Science & AI
CSTA,11-12,3B-DA-05,Use data analysis tools and techniques to identify patterns in data representing complex systems.,2.6 Grid Maze,Data Science & AI
CSTA,11-12,3B-DA-06,Select data collection tools and techniques to generate data sets that support a claim or communicate information.,2.6 Grid Maze,Data Science & AI
CSTA,11-12,3B-AP-14,"Construct solutions to problems using student-created components, such as procedures, modules and/or objects.",2.6 Grid Maze,Data Science & AI
CSTA,11-12,3B-AP-21,Develop and use a series of test cases to verify that a program performs according to its design specifications.,2.6 Grid Maze,Data Science & AI
CSTA,9-10,3A-DA-12,Create computational models that represent the relationships among different elements of data collected from a phenomenon or process.,3.1 Movie Search,Data Science & AI
CSTA,9-10,3A-AP-13,Create prototypes that use algorithms to solve computational problems by leveraging prior student knowledge and personal interests.,3.1 Movie Search,Data Science & AI
CSTA,9-10,3A-AP-14,"Use lists to simplify solutions, generalizing computational problems instead of repeatedly using simple variables.",3.1 Movie Search,Data Science & AI
CSTA,9-10,3A-AP-15,"Justify the selection of specific control structures when tradeoffs involve implementation, readability, and program performance, and explain the benefits and drawbacks of choices made.",3.1 Movie Search,Data Science & AI
CSTA,9-10,3A-AP-17,"Decompose problems into smaller components through systematic analysis, using constructs such as procedures, modules, and/or objects.",3.1 Movie Search,Data Science & AI
CSTA,9-10,3A-AP-18,"Create artifacts by using procedures within a program, combinations of data and procedures, or independent but interrelated programs.",3.1 Movie Search,Data Science & AI
CSTA,11-12,3B-DA-05,Use data analysis tools and techniques to identify patterns in data representing complex systems.,3.1 Movie Search,Data Science & AI
CSTA,11-12,3B-DA-06,Select data collection tools and techniques to generate data sets that support a claim or communicate information.,3.1 Movie Search,Data Science & AI
CSTA,11-12,3B-AP-14,"Construct solutions to problems using student-created components, such as procedures, modules and/or objects.",3.1 Movie Search,Data Science & AI
CSTA,11-12,3B-AP-21,Develop and use a series of test cases to verify that a program performs according to its design specifications.,3.1 Movie Search,Data Science & AI
CSTA,9-10,3A-DA-12,Create computational models that represent the relationships among different elements of data collected from a phenomenon or process.,3.2 Twin Counties,Data Science & AI
CSTA,9-10,3A-AP-13,Create prototypes that use algorithms to solve computational problems by leveraging prior student knowledge and personal interests.,3.2 Twin Counties,Data Science & AI
CSTA,9-10,3A-AP-14,"Use lists to simplify solutions, generalizing computational problems instead of repeatedly using simple variables.",3.2 Twin Counties,Data Science & AI
CSTA,9-10,3A-AP-15,"Justify the selection of specific control structures when tradeoffs involve implementation, readability, and program performance, and explain the benefits and drawbacks of choices made.",3.2 Twin Counties,Data Science & AI
CSTA,9-10,3A-AP-17,"Decompose problems into smaller components through systematic analysis, using constructs such as procedures, modules, and/or objects.",3.2 Twin Counties,Data Science & AI
CSTA,9-10,3A-AP-18,"Create artifacts by using procedures within a program, combinations of data and procedures, or independent but interrelated programs.",3.2 Twin Counties,Data Science & AI
CSTA,11-12,3B-DA-05,Use data analysis tools and techniques to identify patterns in data representing complex systems.,3.2 Twin Counties,Data Science & AI
CSTA,11-12,3B-DA-06,Select data collection tools and techniques to generate data sets that support a claim or communicate information.,3.2 Twin Counties,Data Science & AI
CSTA,11-12,3B-AP-14,"Construct solutions to problems using student-created components, such as procedures, modules and/or objects.",3.2 Twin Counties,Data Science & AI
CSTA,11-12,3B-AP-21,Develop and use a series of test cases to verify that a program performs according to its design specifications.,3.2 Twin Counties,Data Science & AI
CSTA,9-10,3A-DA-12,Create computational models that represent the relationships among different elements of data collected from a phenomenon or process.,3.3 Get Off the Road!,Data Science & AI
CSTA,9-10,3A-AP-13,Create prototypes that use algorithms to solve computational problems by leveraging prior student knowledge and personal interests.,3.3 Get Off the Road!,Data Science & AI
CSTA,9-10,3A-AP-14,"Use lists to simplify solutions, generalizing computational problems instead of repeatedly using simple variables.",3.3 Get Off the Road!,Data Science & AI
CSTA,9-10,3A-AP-15,"Justify the selection of specific control structures when tradeoffs involve implementation, readability, and program performance, and explain the benefits and drawbacks of choices made.",3.3 Get Off the Road!,Data Science & AI
CSTA,9-10,3A-AP-17,"Decompose problems into smaller components through systematic analysis, using constructs such as procedures, modules, and/or objects.",3.3 Get Off the Road!,Data Science & AI
CSTA,9-10,3A-AP-18,"Create artifacts by using procedures within a program, combinations of data and procedures, or independent but interrelated programs.",3.3 Get Off the Road!,Data Science & AI
CSTA,9-10,3A-AP-19,Systematically design and develop programs for broad audiences by incorporating feedback from users.,3.3 Get Off the Road!,Data Science & AI
CSTA,9-10,3A-AP-21,Evaluate and refine computational artifacts to make them more usable and accessible.,3.3 Get Off the Road!,Data Science & AI
CSTA,9-10,3A-AP-22,Design and develop computational artifacts working in team roles using collaborative tools.,3.3 Get Off the Road!,Data Science & AI
CSTA,9-10,3A-AP-23,"Document design decisions using text, graphics, presentations, and/or demonstrations in the development of complex programs.",3.3 Get Off the Road!,Data Science & AI
CSTA,11-12,3B-DA-05,Use data analysis tools and techniques to identify patterns in data representing complex systems.,3.3 Get Off the Road!,Data Science & AI
CSTA,11-12,3B-DA-06,Select data collection tools and techniques to generate data sets that support a claim or communicate information.,3.3 Get Off the Road!,Data Science & AI
CSTA,11-12,3B-AP-14,"Construct solutions to problems using student-created components, such as procedures, modules and/or objects.",3.3 Get Off the Road!,Data Science & AI
CSTA,11-12,3B-AP-20,"Use version control systems, integrated development environments (IDEs), and collaborative tools and practices (code documentation) in a group software project.",3.3 Get Off the Road!,Data Science & AI
CSTA,11-12,3B-AP-21,Develop and use a series of test cases to verify that a program performs according to its design specifications.,3.3 Get Off the Road!,Data Science & AI
CSTA,9-10,3A-DA-12,Create computational models that represent the relationships among different elements of data collected from a phenomenon or process.,3.4 Quote Collector,Data Science & AI
CSTA,9-10,3A-AP-13,Create prototypes that use algorithms to solve computational problems by leveraging prior student knowledge and personal interests.,3.4 Quote Collector,Data Science & AI
CSTA,9-10,3A-AP-14,"Use lists to simplify solutions, generalizing computational problems instead of repeatedly using simple variables.",3.4 Quote Collector,Data Science & AI
CSTA,9-10,3A-AP-15,"Justify the selection of specific control structures when tradeoffs involve implementation, readability, and program performance, and explain the benefits and drawbacks of choices made.",3.4 Quote Collector,Data Science & AI
CSTA,9-10,3A-AP-17,"Decompose problems into smaller components through systematic analysis, using constructs such as procedures, modules, and/or objects.",3.4 Quote Collector,Data Science & AI
CSTA,9-10,3A-AP-18,"Create artifacts by using procedures within a program, combinations of data and procedures, or independent but interrelated programs.",3.4 Quote Collector,Data Science & AI
CSTA,11-12,3B-DA-05,Use data analysis tools and techniques to identify patterns in data representing complex systems.,3.4 Quote Collector,Data Science & AI
CSTA,11-12,3B-DA-06,Select data collection tools and techniques to generate data sets that support a claim or communicate information.,3.4 Quote Collector,Data Science & AI
CSTA,11-12,3B-AP-14,"Construct solutions to problems using student-created components, such as procedures, modules and/or objects.",3.4 Quote Collector,Data Science & AI
CSTA,11-12,3B-AP-21,Develop and use a series of test cases to verify that a program performs according to its design specifications.,3.4 Quote Collector,Data Science & AI
CSTA,9-10,3A-DA-12,Create computational models that represent the relationships among different elements of data collected from a phenomenon or process.,3.5 Font Machine,Data Science & AI
CSTA,9-10,3A-AP-13,Create prototypes that use algorithms to solve computational problems by leveraging prior student knowledge and personal interests.,3.5 Font Machine,Data Science & AI
CSTA,9-10,3A-AP-14,"Use lists to simplify solutions, generalizing computational problems instead of repeatedly using simple variables.",3.5 Font Machine,Data Science & AI
CSTA,9-10,3A-AP-15,"Justify the selection of specific control structures when tradeoffs involve implementation, readability, and program performance, and explain the benefits and drawbacks of choices made.",3.5 Font Machine,Data Science & AI
CSTA,9-10,3A-AP-17,"Decompose problems into smaller components through systematic analysis, using constructs such as procedures, modules, and/or objects.",3.5 Font Machine,Data Science & AI
CSTA,9-10,3A-AP-18,"Create artifacts by using procedures within a program, combinations of data and procedures, or independent but interrelated programs.",3.5 Font Machine,Data Science & AI
CSTA,11-12,3B-DA-05,Use data analysis tools and techniques to identify patterns in data representing complex systems.,3.5 Font Machine,Data Science & AI
CSTA,11-12,3B-DA-06,Select data collection tools and techniques to generate data sets that support a claim or communicate information.,3.5 Font Machine,Data Science & AI
CSTA,11-12,3B-AP-14,"Construct solutions to problems using student-created components, such as procedures, modules and/or objects.",3.5 Font Machine,Data Science & AI
CSTA,11-12,3B-AP-21,Develop and use a series of test cases to verify that a program performs according to its design specifications.,3.5 Font Machine,Data Science & AI
CSTA,9-10,3A-DA-12,Create computational models that represent the relationships among different elements of data collected from a phenomenon or process.,3.6 Disaster!,Data Science & AI
CSTA,9-10,3A-AP-13,Create prototypes that use algorithms to solve computational problems by leveraging prior student knowledge and personal interests.,3.6 Disaster!,Data Science & AI
CSTA,9-10,3A-AP-14,"Use lists to simplify solutions, generalizing computational problems instead of repeatedly using simple variables.",3.6 Disaster!,Data Science & AI
CSTA,9-10,3A-AP-15,"Justify the selection of specific control structures when tradeoffs involve implementation, readability, and program performance, and explain the benefits and drawbacks of choices made.",3.6 Disaster!,Data Science & AI
CSTA,9-10,3A-AP-17,"Decompose problems into smaller components through systematic analysis, using constructs such as procedures, modules, and/or objects.",3.6 Disaster!,Data Science & AI
CSTA,9-10,3A-AP-18,"Create artifacts by using procedures within a program, combinations of data and procedures, or independent but interrelated programs.",3.6 Disaster!,Data Science & AI
CSTA,11-12,3B-DA-05,Use data analysis tools and techniques to identify patterns in data representing complex systems.,3.6 Disaster!,Data Science & AI
CSTA,11-12,3B-DA-06,Select data collection tools and techniques to generate data sets that support a claim or communicate information.,3.6 Disaster!,Data Science & AI
CSTA,11-12,3B-AP-14,"Construct solutions to problems using student-created components, such as procedures, modules and/or objects.",3.6 Disaster!,Data Science & AI
CSTA,11-12,3B-AP-21,Develop and use a series of test cases to verify that a program performs according to its design specifications.,3.6 Disaster!,Data Science & AI
CSTA,9-10,3A-DA-12,Create computational models that represent the relationships among different elements of data collected from a phenomenon or process.,Capstone #1 Plagiarism Detector,Data Science & AI
CSTA,9-10,3A-AP-13,Create prototypes that use algorithms to solve computational problems by leveraging prior student knowledge and personal interests.,Capstone #1 Plagiarism Detector,Data Science & AI
CSTA,9-10,3A-AP-14,"Use lists to simplify solutions, generalizing computational problems instead of repeatedly using simple variables.",Capstone #1 Plagiarism Detector,Data Science & AI
CSTA,9-10,3A-AP-15,"Justify the selection of specific control structures when tradeoffs involve implementation, readability, and program performance, and explain the benefits and drawbacks of choices made.",Capstone #1 Plagiarism Detector,Data Science & AI
CSTA,9-10,3A-AP-17,"Decompose problems into smaller components through systematic analysis, using constructs such as procedures, modules, and/or objects.",Capstone #1 Plagiarism Detector,Data Science & AI
CSTA,9-10,3A-AP-18,"Create artifacts by using procedures within a program, combinations of data and procedures, or independent but interrelated programs.",Capstone #1 Plagiarism Detector,Data Science & AI
CSTA,9-10,3A-AP-19,Systematically design and develop programs for broad audiences by incorporating feedback from users.,Capstone #1 Plagiarism Detector,Data Science & AI
CSTA,9-10,3A-AP-21,Evaluate and refine computational artifacts to make them more usable and accessible.,Capstone #1 Plagiarism Detector,Data Science & AI
CSTA,9-10,3A-AP-22,Design and develop computational artifacts working in team roles using collaborative tools.,Capstone #1 Plagiarism Detector,Data Science & AI
CSTA,9-10,3A-AP-23,"Document design decisions using text, graphics, presentations, and/or demonstrations in the development of complex programs.",Capstone #1 Plagiarism Detector,Data Science & AI
CSTA,9-10,3A-IC-24,"Evaluate the ways computing impacts personal, ethical, social, economic, and cultural practices.",Capstone #1 Plagiarism Detector,Data Science & AI
CSTA,9-10,3A-IC-25,Test and refine computational artifacts to reduce bias and equity deficits.,Capstone #1 Plagiarism Detector,Data Science & AI
CSTA,9-10,3A-IC-26,Demonstrate ways a given algorithm applies to problems across disciplines.,Capstone #1 Plagiarism Detector,Data Science & AI
CSTA,11-12,3B-DA-05,Use data analysis tools and techniques to identify patterns in data representing complex systems.,Capstone #1 Plagiarism Detector,Data Science & AI
CSTA,11-12,3B-DA-06,Select data collection tools and techniques to generate data sets that support a claim or communicate information.,Capstone #1 Plagiarism Detector,Data Science & AI
CSTA,11-12,3B-DA-07,Evaluate the ability of models and simulations to test and support the refinement of hypotheses.,Capstone #1 Plagiarism Detector,Data Science & AI
CSTA,11-12,3B-AP-14,"Construct solutions to problems using student-created components, such as procedures, modules and/or objects.",Capstone #1 Plagiarism Detector,Data Science & AI
CSTA,11-12,3B-AP-20,"Use version control systems, integrated development environments (IDEs), and collaborative tools and practices (code documentation) in a group software project.",Capstone #1 Plagiarism Detector,Data Science & AI
CSTA,11-12,3B-AP-21,Develop and use a series of test cases to verify that a program performs according to its design specifications.,Capstone #1 Plagiarism Detector,Data Science & AI
CSTA,11-12,3B-IC-25,Evaluate computational artifacts to maximize their beneficial effects and minimize harmful effects on society.,Capstone #1 Plagiarism Detector,Data Science & AI
CSTA,11-12,3B-IC-26,"Evaluate the impact of equity, access, and influence on the distribution of computing resources in a global society.",Capstone #1 Plagiarism Detector,Data Science & AI
CSTA,9-10,3A-DA-12,Create computational models that represent the relationships among different elements of data collected from a phenomenon or process.,Capstone #1 Bike Share Planning,Data Science & AI
CSTA,9-10,3A-AP-13,Create prototypes that use algorithms to solve computational problems by leveraging prior student knowledge and personal interests.,Capstone #1 Bike Share Planning,Data Science & AI
CSTA,9-10,3A-AP-14,"Use lists to simplify solutions, generalizing computational problems instead of repeatedly using simple variables.",Capstone #1 Bike Share Planning,Data Science & AI
CSTA,9-10,3A-AP-15,"Justify the selection of specific control structures when tradeoffs involve implementation, readability, and program performance, and explain the benefits and drawbacks of choices made.",Capstone #1 Bike Share Planning,Data Science & AI
CSTA,9-10,3A-AP-17,"Decompose problems into smaller components through systematic analysis, using constructs such as procedures, modules, and/or objects.",Capstone #1 Bike Share Planning,Data Science & AI
CSTA,9-10,3A-AP-18,"Create artifacts by using procedures within a program, combinations of data and procedures, or independent but interrelated programs.",Capstone #1 Bike Share Planning,Data Science & AI
CSTA,9-10,3A-AP-19,Systematically design and develop programs for broad audiences by incorporating feedback from users.,Capstone #1 Bike Share Planning,Data Science & AI
CSTA,9-10,3A-AP-21,Evaluate and refine computational artifacts to make them more usable and accessible.,Capstone #1 Bike Share Planning,Data Science & AI
CSTA,9-10,3A-AP-22,Design and develop computational artifacts working in team roles using collaborative tools.,Capstone #1 Bike Share Planning,Data Science & AI
CSTA,9-10,3A-AP-23,"Document design decisions using text, graphics, presentations, and/or demonstrations in the development of complex programs.",Capstone #1 Bike Share Planning,Data Science & AI
CSTA,9-10,3A-IC-24,"Evaluate the ways computing impacts personal, ethical, social, economic, and cultural practices.",Capstone #1 Bike Share Planning,Data Science & AI
CSTA,9-10,3A-IC-25,Test and refine computational artifacts to reduce bias and equity deficits.,Capstone #1 Bike Share Planning,Data Science & AI
CSTA,9-10,3A-IC-26,Demonstrate ways a given algorithm applies to problems across disciplines.,Capstone #1 Bike Share Planning,Data Science & AI
CSTA,9-10,3A-IC-29,Explain the privacy concerns related to the collection and generation of data through automated processes that may not be evident to users.,Capstone #1 Bike Share Planning,Data Science & AI
CSTA,11-12,3B-DA-05,Use data analysis tools and techniques to identify patterns in data representing complex systems.,Capstone #1 Bike Share Planning,Data Science & AI
CSTA,11-12,3B-DA-06,Select data collection tools and techniques to generate data sets that support a claim or communicate information.,Capstone #1 Bike Share Planning,Data Science & AI
CSTA,11-12,3B-DA-07,Evaluate the ability of models and simulations to test and support the refinement of hypotheses.,Capstone #1 Bike Share Planning,Data Science & AI
CSTA,11-12,3B-AP-14,"Construct solutions to problems using student-created components, such as procedures, modules and/or objects.",Capstone #1 Bike Share Planning,Data Science & AI
CSTA,11-12,3B-AP-15,Analyze a large-scale computational problem and identify generalizable patterns that can be applied to a solution.,Capstone #1 Bike Share Planning,Data Science & AI
CSTA,11-12,3B-AP-20,"Use version control systems, integrated development environments (IDEs), and collaborative tools and practices (code documentation) in a group software project.",Capstone #1 Bike Share Planning,Data Science & AI
CSTA,11-12,3B-AP-21,Develop and use a series of test cases to verify that a program performs according to its design specifications.,Capstone #1 Bike Share Planning,Data Science & AI
CSTA,11-12,3B-IC-25,Evaluate computational artifacts to maximize their beneficial effects and minimize harmful effects on society.,Capstone #1 Bike Share Planning,Data Science & AI
CSTA,11-12,3B-IC-26,"Evaluate the impact of equity, access, and influence on the distribution of computing resources in a global society.",Capstone #1 Bike Share Planning,Data Science & AI
CSTA,9-10,3A-DA-11,Create interactive data visualizations using software tools to help others better understand real-world phenomena.,4.1 Graduation Goals,Data Science & AI
CSTA,9-10,3A-DA-12,Create computational models that represent the relationships among different elements of data collected from a phenomenon or process.,4.1 Graduation Goals,Data Science & AI
CSTA,9-10,3A-AP-13,Create prototypes that use algorithms to solve computational problems by leveraging prior student knowledge and personal interests.,4.1 Graduation Goals,Data Science & AI
CSTA,9-10,3A-AP-14,"Use lists to simplify solutions, generalizing computational problems instead of repeatedly using simple variables.",4.1 Graduation Goals,Data Science & AI
CSTA,9-10,3A-AP-15,"Justify the selection of specific control structures when tradeoffs involve implementation, readability, and program performance, and explain the benefits and drawbacks of choices made.",4.1 Graduation Goals,Data Science & AI
CSTA,9-10,3A-AP-17,"Decompose problems into smaller components through systematic analysis, using constructs such as procedures, modules, and/or objects.",4.1 Graduation Goals,Data Science & AI
CSTA,9-10,3A-AP-18,"Create artifacts by using procedures within a program, combinations of data and procedures, or independent but interrelated programs.",4.1 Graduation Goals,Data Science & AI
CSTA,11-12,3B-DA-05,Use data analysis tools and techniques to identify patterns in data representing complex systems.,4.1 Graduation Goals,Data Science & AI
CSTA,11-12,3B-DA-06,Select data collection tools and techniques to generate data sets that support a claim or communicate information.,4.1 Graduation Goals,Data Science & AI
CSTA,11-12,3B-AP-14,"Construct solutions to problems using student-created components, such as procedures, modules and/or objects.",4.1 Graduation Goals,Data Science & AI
CSTA,11-12,3B-AP-16,Demonstrate code reuse by creating programming solutions using libraries and APIs.,4.1 Graduation Goals,Data Science & AI
CSTA,11-12,3B-AP-21,Develop and use a series of test cases to verify that a program performs according to its design specifications.,4.1 Graduation Goals,Data Science & AI
CSTA,9-10,3A-DA-11,Create interactive data visualizations using software tools to help others better understand real-world phenomena.,4.2 TV Show Analyzer,Data Science & AI
CSTA,9-10,3A-DA-12,Create computational models that represent the relationships among different elements of data collected from a phenomenon or process.,4.2 TV Show Analyzer,Data Science & AI
CSTA,9-10,3A-AP-13,Create prototypes that use algorithms to solve computational problems by leveraging prior student knowledge and personal interests.,4.2 TV Show Analyzer,Data Science & AI
CSTA,9-10,3A-AP-14,"Use lists to simplify solutions, generalizing computational problems instead of repeatedly using simple variables.",4.2 TV Show Analyzer,Data Science & AI
CSTA,9-10,3A-AP-15,"Justify the selection of specific control structures when tradeoffs involve implementation, readability, and program performance, and explain the benefits and drawbacks of choices made.",4.2 TV Show Analyzer,Data Science & AI
CSTA,9-10,3A-AP-17,"Decompose problems into smaller components through systematic analysis, using constructs such as procedures, modules, and/or objects.",4.2 TV Show Analyzer,Data Science & AI
CSTA,9-10,3A-AP-18,"Create artifacts by using procedures within a program, combinations of data and procedures, or independent but interrelated programs.",4.2 TV Show Analyzer,Data Science & AI
CSTA,11-12,3B-DA-05,Use data analysis tools and techniques to identify patterns in data representing complex systems.,4.2 TV Show Analyzer,Data Science & AI
CSTA,11-12,3B-DA-06,Select data collection tools and techniques to generate data sets that support a claim or communicate information.,4.2 TV Show Analyzer,Data Science & AI
